Dates,Financials,Consumer Staples,Energy,Industrials,Healthcare,Consumer Discretionary,Utilities,Information Technology,Materials,S&P500,Communication Services
6/6/2012,21261,187453,48470,48470,65278,42708,749372,749372,177997,5162817,196719
6/7/2012,23376,177380,51074,51074,40191,90812,384728,384728,189756,2530730,676242
6/8/2012,8656,103083,23446,23446,17049,58508,377192,377192,90424,2502653,162952
6/11/2012,11603,190753,44042,44042,23306,74160,679644,679644,266652,4924357,283061
6/12/2012,10421,283148,33860,33860,16912,71548,233000,233000,131974,3935640,733252
6/13/2012,11721,336679,12776,12776,11511,41688,117376,117376,78724,2060314,130907
6/14/2012,28196,242429,28690,28690,12750,73592,471268,471268,107633,3932297,320238
6/15/2012,12279,109112,111312,111312,28133,36772,148612,148612,92437,4882442,596707
6/18/2012,6564,132794,131136,131136,18422,52988,530388,530388,100793,3275352,747404
6/19/2012,5900,151311,35304,35304,14385,49100,922200,922200,228414,2559389,1146929
6/20/2012,17438,150907,62954,62954,25637,96856,1263260,1263260,200904,3535741,116492
6/21/2012,20352,114517,78710,78710,41789,95012,1280508,1280508,143602,5057049,472966
6/22/2012,103530,86595,31634,31634,24512,32468,298156,298156,178323,3741458,222281
6/25/2012,74367,153945,164866,164866,162941,397936,813600,813600,203624,3519359,327212
6/26/2012,53095,81969,57970,57970,21415,198968,362488,362488,118589,2464592,191676
6/27/2012,14638,86598,27062,27062,33865,511460,414916,414916,231743,3231492,154471
6/28/2012,13687,70102,20020,20020,21665,89624,508740,508740,186382,3715155,132476
6/29/2012,15438,140357,58000,58000,49390,120068,369584,369584,184466,5740776,244036
7/2/2012,57378,229990,82932,82932,114837,506636,547600,547600,128474,9688394,666316
7/3/2012,10871,68234,47680,47680,22052,55552,280896,280896,202622,2944291,420606
7/4/2012,10871,68234,47680,47680,22052,55552,280896,280896,202622,2944291,420606
7/5/2012,26039,84437,30704,30704,39197,70260,807584,807584,104523,3758046,718856
7/6/2012,26077,71041,133422,133422,49833,58684,374656,374656,143174,4103756,851495
7/9/2012,10140,3915057,4102522,4102522,27542,89936,207016,207016,110773,3731808,437855
7/10/2012,12270,282534,173528,173528,16760,124732,491924,491924,144813,2495050,571939
7/11/2012,14658,276105,132128,132128,58229,99832,728412,728412,418456,6654146,251291
7/12/2012,17695,123232,85512,85512,24249,387800,356616,356616,159737,2534469,222934
7/13/2012,13253,77395,35050,35050,40792,76972,220624,220624,92720,3820186,119720
7/16/2012,8539,155181,50280,50280,10338,69228,211836,211836,87231,2674127,301381
7/17/2012,14059,127959,51444,51444,37836,95436,316248,316248,121818,6098980,1222830
7/18/2012,8764,137462,54384,54384,123680,72660,431948,431948,95636,3207946,518906
7/19/2012,14936,112419,103450,103450,39782,40312,275860,275860,371469,3149752,291985
7/20/2012,7109,515391,31026,31026,21241,57400,310932,310932,119464,3181450,303600
7/23/2012,13042,457911,63630,63630,31737,59588,239188,239188,275938,4560028,216010
7/24/2012,8971,370951,52674,52674,22294,94916,269860,269860,142816,2750226,156527
7/25/2012,44923,585960,60536,60536,31758,79904,552232,552232,125254,3135183,417986
7/26/2012,12639,105404,49266,49266,56298,48588,1977248,1977248,205822,5517195,281204
7/27/2012,17200,101287,61026,61026,24190,49824,827072,827072,248347,6071549,102119
7/30/2012,22014,1801520,1663960,1663960,15387,113272,1546968,1546968,216088,2410857,1664159
7/31/2012,9759,145854,45476,45476,23598,81152,259796,259796,150765,4953941,713763
8/1/2012,13727,205389,160438,160438,92415,338680,335432,335432,122567,3811335,629866
8/2/2012,8903,274504,43034,43034,15181,506048,357680,357680,157434,2773674,383763
8/3/2012,112047,136889,61150,61150,13997,90560,375864,375864,113883,15986834,229908
8/6/2012,21301,120170,108296,108296,126541,77220,381768,381768,133076,2727447,447652
8/7/2012,40457,226460,96780,96780,111069,242936,1184808,1184808,187552,2065281,887563
8/8/2012,19641,186656,98462,98462,24596,263420,790616,790616,87661,2544286,789168
8/9/2012,11281,98979,58854,58854,48899,135404,320000,320000,118958,1430089,463616
8/10/2012,48069,84818,42320,42320,34440,181172,168352,168352,69843,2340071,110260
8/13/2012,11896,251837,71194,71194,17164,59224,338024,338024,74342,2453814,1290193
8/14/2012,10832,92745,41612,41612,16850,78864,1447552,1447552,65813,1957621,749061
8/15/2012,7076,177209,50208,50208,25580,60700,240676,240676,45555,1510234,319546
8/16/2012,7245,109801,55218,55218,13270,56360,1406096,1406096,38305,2476776,497336
8/17/2012,4764,106443,103386,103386,23084,36572,1233348,1233348,56885,2361779,767646
8/20/2012,7510,105088,90066,90066,39885,39556,856408,856408,197214,2412353,189706
8/21/2012,12294,155608,113814,113814,28856,35020,1792580,1792580,63775,2579488,1429834
8/22/2012,11272,144959,88058,88058,16389,233572,688284,688284,102059,2787581,787985
8/23/2012,16666,94084,130594,130594,37198,58096,331252,331252,148593,2238408,655590
8/24/2012,15994,79488,50626,50626,32288,55588,267720,267720,155273,2751913,341931
8/27/2012,10673,97542,103494,103494,55654,93024,378708,378708,90915,1622011,421690
8/28/2012,8125,170054,57578,57578,18622,42572,365408,365408,91980,1483780,383028
8/29/2012,6037,87076,44104,44104,31410,25296,206300,206300,71053,2054938,213627
8/30/2012,7003,72492,49988,49988,22359,39444,235588,235588,88920,2325815,309979
8/31/2012,32358,155924,75436,75436,32985,87528,232468,232468,106876,4672366,741525
9/3/2012,32358,155924,75436,75436,32985,87528,232468,232468,106876,4672366,741525
9/4/2012,64915,341590,100354,100354,126024,355228,671160,671160,103228,12820538,1385487
9/5/2012,13871,230281,127110,127110,39237,73348,827008,827008,65168,3378855,598637
9/6/2012,9214,297345,52542,52542,20083,54568,253276,253276,124233,2754575,153757
9/7/2012,25230,97307,48080,48080,21623,409548,792156,792156,208861,3132509,745387
9/10/2012,10237,104072,43128,43128,11463,70908,1728616,1728616,122075,1958503,200224
9/11/2012,17564,103355,65780,65780,24634,208432,1002216,1002216,145492,2267997,224640
9/12/2012,11948,138542,72992,72992,28131,51788,634544,634544,135286,2397994,394117
9/13/2012,9597,301415,116586,116586,22408,112872,1005684,1005684,156744,4307150,279663
9/14/2012,22733,211039,63792,63792,21561,117160,1149368,1149368,428619,4585719,777138
9/17/2012,34403,189877,48858,48858,23337,64536,794772,794772,126526,1742748,658454
9/18/2012,8642,136025,47002,47002,55388,119064,373920,373920,439021,5050933,341614
9/19/2012,121807,109043,61994,61994,19360,22048,708320,708320,68244,4027020,764679
9/20/2012,59502,167866,69844,69844,20380,195928,934404,934404,105503,2822991,507935
9/21/2012,45404,136279,87060,87060,30672,178404,1040844,1040844,58968,2471351,990125
9/24/2012,8215,96586,79958,79958,68260,66616,367404,367404,167046,4001093,1054325
9/25/2012,9713,100348,93758,93758,227405,58796,318888,318888,575191,3889461,404261
9/26/2012,245209,119729,61650,61650,46127,274772,720512,720512,281816,2314630,1180832
9/27/2012,24208,100972,96106,96106,38006,60408,300248,300248,87937,2241350,295863
9/28/2012,17659,133642,57972,57972,107847,107180,293132,293132,95908,5039288,562106
10/1/2012,11508,459770,73718,73718,321075,95752,1155160,1155160,123420,13882985,1123580
10/2/2012,33653,251079,48934,48934,79311,45020,1287216,1287216,99284,2863851,413095
10/3/2012,25742,108322,40894,40894,33640,156864,367164,367164,100635,2438226,366522
10/4/2012,6843,95632,40652,40652,30368,44660,387356,387356,118670,2775626,446789
10/5/2012,27173,111045,89094,89094,44688,75304,1396180,1396180,77565,2129410,1356545
10/8/2012,6545,112285,51724,51724,23942,36144,318924,318924,35826,997346,707889
10/9/2012,7310,125324,45646,45646,38503,44432,505752,505752,147353,3068293,641008
10/10/2012,13382,180190,75488,75488,26665,117824,453460,453460,193579,3564092,308875
10/11/2012,186216,128573,43910,43910,163713,533844,1054084,1054084,63379,2744614,176942
10/12/2012,34135,140195,56664,56664,24076,105196,825352,825352,51233,2120868,316392
10/15/2012,16506,468884,71832,71832,18011,59284,413020,413020,45714,1668953,261943
10/16/2012,9853,216304,85500,85500,84895,29808,214864,214864,50829,2971031,248261
10/17/2012,21863,280606,72506,72506,30762,73096,320820,320820,192993,2008646,158698
10/18/2012,15410,227939,68802,68802,18506,42100,1248288,1248288,96730,4497842,343406
10/19/2012,21022,114176,86542,86542,33828,49892,3412776,3412776,104812,2701312,246038
10/22/2012,5992,239129,98268,98268,270534,33320,494624,494624,86310,2760418,1591207
10/23/2012,33006,126833,83100,83100,75256,103000,443352,443352,114067,2739826,1723965
10/24/2012,101489,143817,109400,109400,41818,76916,312200,312200,74464,2069960,810936
10/25/2012,25660,160165,76714,76714,21887,75148,315888,315888,94871,4366617,428190
10/26/2012,7086,193012,57490,57490,88871,49704,508760,508760,52373,2126153,181404
10/29/2012,7086,193012,57490,57490,88871,49704,508760,508760,52373,2126153,181404
10/30/2012,7086,193012,57490,57490,88871,49704,508760,508760,52373,2126153,181404
10/31/2012,34262,7421983,4267480,4267480,141821,317924,951448,951448,152250,4116080,905024
11/1/2012,6316,811516,145224,145224,101912,357620,201304,201304,86056,10819593,1355938
11/2/2012,9663,470425,164780,164780,114505,35008,131560,131560,35232,3895545,1292168
11/5/2012,11217,160114,182046,182046,59647,43912,230744,230744,98151,1818094,605250
11/6/2012,7839,132942,91862,91862,16622,67952,346956,346956,41446,2638119,578856
11/7/2012,32373,281035,244542,244542,212896,127480,1286900,1286900,282198,4675884,541497
11/8/2012,12012,90727,109598,109598,68892,129520,286156,286156,103532,6391034,266420
11/9/2012,20565,135640,73286,73286,66305,82960,228032,228032,505554,4112413,755616
11/12/2012,5760,161218,210834,210834,34730,74636,269336,269336,62830,2144112,203928
11/13/2012,14642,164563,334158,334158,178034,64688,678112,678112,54583,2778666,396537
11/14/2012,15628,110778,118556,118556,125797,124956,1258864,1258864,92311,3407248,537716
11/15/2012,46997,209552,277392,277392,52885,364864,662612,662612,92277,2905637,425407
11/16/2012,24790,185290,114288,114288,58841,150116,620320,620320,79257,4330363,431265
11/19/2012,281857,100550,7284280,7284280,293300,245668,465116,465116,109802,3737066,286975
11/20/2012,37563,90891,389798,389798,70373,79440,295612,295612,44590,2072688,137668
11/21/2012,4709,89101,213498,213498,63967,247468,903324,903324,81299,4305543,298352
11/22/2012,4709,89101,213498,213498,63967,247468,903324,903324,81299,4305543,298352
11/23/2012,3272,68072,438176,438176,18007,35704,96920,96920,43244,1788929,94156
11/26/2012,10952,72697,62212,62212,20761,75472,348964,348964,94060,2870422,510481
11/27/2012,6887,169550,87622,87622,34418,79236,378672,378672,256547,1971745,183868
11/28/2012,123609,220316,110084,110084,104332,636804,840400,840400,111429,2922330,234749
11/29/2012,24927,354018,65624,65624,27720,91312,500192,500192,61298,3443833,171092
11/30/2012,8685,144602,57836,57836,33730,49948,204648,204648,101687,2624340,519060
12/3/2012,86795,419511,3264628,3264628,162766,203628,462280,462280,302468,4013623,1104508
12/4/2012,15407,111427,136292,136292,42629,61148,292464,292464,63545,3461610,141660
12/5/2012,11611,856933,393326,393326,38387,173112,495572,495572,63118,4380556,607598
12/6/2012,20245,73205,607062,607062,22266,317868,659424,659424,43042,6310196,118623
12/7/2012,41012,107855,93628,93628,54891,138476,328820,328820,63610,6025444,363347
12/10/2012,25250,189831,9791664,9791664,141787,189592,335132,335132,98689,9889374,723354
12/11/2012,27541,88223,351976,351976,30104,184176,359436,359436,70911,6742005,195634
12/12/2012,15330,172487,307462,307462,32375,268340,284884,284884,129814,5798055,273598
12/13/2012,30789,77912,156900,156900,103029,126844,333292,333292,114366,4064461,655015
12/14/2012,30447,78044,231754,231754,49818,93996,202320,202320,88563,3204169,239162
12/17/2012,20552,93666,2158558,2158558,156885,132772,431588,431588,122200,5666894,379802
12/18/2012,41498,194744,281066,281066,63217,135764,727612,727612,114352,5471327,540118
12/19/2012,14763,154578,215020,215020,57092,1373884,932760,932760,69279,4960493,175465
12/20/2012,35605,191546,197964,197964,32815,129292,1050524,1050524,75909,5168745,389183
12/21/2012,212872,169279,1909762,1909762,218272,109284,991416,991416,133926,5715973,959226
12/24/2012,4808,57290,1480476,1480476,72039,208384,880060,880060,62972,1836182,321941
12/25/2012,4808,57290,1480476,1480476,72039,208384,880060,880060,62972,1836182,321941
12/26/2012,24815,83487,610688,610688,22652,209168,502060,502060,548331,3223909,556344
12/27/2012,18421,131851,449102,449102,189269,82920,688896,688896,86100,4359581,531108
12/28/2012,28757,203295,178102,178102,28972,121124,933028,933028,181244,4738661,187324
12/31/2012,50310,8260123,3340646,3340646,72940,308884,716444,716444,101444,6809111,363579
1/1/2013,50310,8260123,3340646,3340646,72940,308884,716444,716444,101444,6809111,363579
1/2/2013,68181,535356,332010,332010,142954,286032,1528140,1528140,437697,4933496,475617
1/3/2013,71512,190621,294154,294154,84169,89108,661852,661852,421900,4485413,372837
1/4/2013,35696,215488,210730,210730,73409,174536,2464348,2464348,399602,3301741,409576
1/7/2013,138089,305921,222504,222504,133283,226880,734836,734836,407236,1752491,416966
1/8/2013,31667,202453,286900,286900,60951,108328,209572,209572,167108,3977507,169331
1/9/2013,37056,252581,234298,234298,40162,370040,578936,578936,137069,2759011,134910
1/10/2013,23625,142873,115020,115020,38519,111124,870448,870448,65730,3070028,272274
1/11/2013,23556,358686,146290,146290,39472,111688,288560,288560,179627,1773132,268956
1/14/2013,31383,220675,163688,163688,103551,346944,389080,389080,83639,3668335,106404
1/15/2013,17581,407637,202298,202298,25413,206456,366900,366900,130242,4831790,728417
1/16/2013,21003,104839,112642,112642,28427,85880,571208,571208,76751,4312787,424679
1/17/2013,28054,624216,73128,73128,58409,49904,1774656,1774656,268028,4587116,222026
1/18/2013,15616,207483,93656,93656,33102,78636,1483048,1483048,126168,2623960,917517
1/21/2013,15616,207483,93656,93656,33102,78636,1483048,1483048,126168,2623960,917517
1/22/2013,120537,246970,486194,486194,49247,487112,1489548,1489548,109163,2754591,311330
1/23/2013,9330,358517,114292,114292,83364,113988,2169212,2169212,73867,2951405,354146
1/24/2013,26628,296911,118350,118350,76460,70376,1488188,1488188,263138,3399925,139390
1/25/2013,8573,207661,90752,90752,65079,51988,483424,483424,100206,3390363,320372
1/28/2013,32193,1623935,1891270,1891270,115524,128776,21914124,21914124,54944,3028242,1014257
1/29/2013,14331,533203,139654,139654,747807,110044,1082412,1082412,118774,2613445,251762
1/30/2013,209791,222452,165958,165958,213221,984392,1808800,1808800,113241,2930667,317217
1/31/2013,13113,521413,119796,119796,59061,300036,1367320,1367320,184119,4654121,739241
2/1/2013,61782,656863,188902,188902,173011,216452,912504,912504,286226,3408034,478277
2/4/2013,12849,407368,140602,140602,39217,203660,880800,880800,143265,4016549,149980
2/5/2013,18359,266569,151892,151892,284574,163468,803640,803640,74241,3220718,279270
2/6/2013,13009,216573,1205124,1205124,58859,142964,274604,274604,80156,2953571,178497
2/7/2013,15849,778365,102522,102522,40122,172720,519032,519032,75733,2912423,193833
2/8/2013,8780,321773,146562,146562,69519,89916,555152,555152,102766,2241090,260268
2/11/2013,5246,264942,113116,113116,16168,105140,369608,369608,49350,1553186,136903
2/12/2013,7448,140759,84272,84272,39806,149352,439328,439328,128270,1583748,388241
2/13/2013,18723,159402,150762,150762,25303,102844,447652,447652,48652,3633800,438083
2/14/2013,7248,107832,96082,96082,23229,116380,622372,622372,103017,2623768,511441
2/15/2013,8668,234680,134544,134544,36615,124656,892640,892640,64139,5516279,232373
2/18/2013,8668,234680,134544,134544,36615,124656,892640,892640,64139,5516279,232373
2/19/2013,18759,252603,199280,199280,31068,78824,593888,593888,112230,2924424,278010
2/20/2013,14302,771026,270328,270328,58603,405332,578592,578592,136876,3036216,673422
2/21/2013,18785,324654,138684,138684,32003,81424,1146480,1146480,224500,3681183,219240
2/22/2013,87668,314066,2144976,2144976,23724,64880,241444,241444,159864,2549938,236266
2/25/2013,18972,341100,178200,178200,16671,48336,406440,406440,244892,6428653,199488
2/26/2013,11575,209214,141096,141096,24665,43780,384844,384844,103271,6488757,171497
