Dates,Financials,Consumer Staples,Energy,Industrials,Healthcare,Consumer Discretionary,Utilities,Information Technology,Materials,S&P500,Communication Services
2/25/2011,7029,333211,348980,348980,22543,96044,586096,586096,513354,2071009,624085
2/28/2011,14884,1252722,210192,210192,23945,98036,738536,738536,330494,3737306,165010
3/1/2011,252656,669713,371990,371990,33188,401668,2511820,2511820,1514260,3912996,327450
3/2/2011,10820,295593,403928,403928,32784,72392,594748,594748,895731,2271879,380379
3/3/2011,28787,211619,228404,228404,30573,32484,633312,633312,758722,2048420,152385
3/4/2011,18524,283486,328850,328850,59861,92908,560720,560720,750126,2005223,455136
3/7/2011,16653,436693,285908,285908,38835,72600,758728,758728,1004777,2444604,130918
3/8/2011,29731,364612,246528,246528,22377,74708,505964,505964,973225,2243239,201013
3/9/2011,5947,470352,136474,136474,54314,50928,817444,817444,820706,1660686,76338
3/10/2011,78856,950906,195426,195426,58994,82448,946144,946144,1908030,3029999,78825
3/11/2011,26421,817687,189714,189714,21771,62540,1177640,1177640,768349,4384153,239166
3/14/2011,26714,351853,438276,438276,150293,459688,1460144,1460144,604810,3524741,251434
3/15/2011,23715,561329,510226,510226,142442,319744,3122196,3122196,620093,4061408,189111
3/16/2011,28367,752286,358586,358586,40677,172152,1635064,1635064,1201777,5105674,204068
3/17/2011,17628,425066,479682,479682,27346,87416,1451092,1451092,543743,5174731,320231
3/18/2011,39650,234077,485006,485006,26411,132852,813648,813648,636624,2617352,256284
3/21/2011,12463,274214,254328,254328,32875,56536,967028,967028,609847,3139464,846029
3/22/2011,13194,120952,251866,251866,31130,136276,595272,595272,748003,2223789,123409
3/23/2011,10062,144634,245774,245774,32040,41352,401648,401648,628554,1730003,279673
3/24/2011,15984,267589,124666,124666,14871,116644,676996,676996,843038,2844616,123257
3/25/2011,18935,211263,175854,175854,23752,84392,1037840,1037840,1215697,2224158,272127
3/28/2011,26746,516600,182732,182732,20840,179008,606472,606472,2212704,1738871,133358
3/29/2011,8573,197816,164548,164548,29322,22596,573896,573896,1027139,2070587,271782
3/30/2011,105154,227503,124006,124006,47048,44524,635544,635544,2362927,3809631,245348
3/31/2011,69121,176200,501192,501192,19068,119692,700760,700760,579164,2152832,458565
4/1/2011,14244,363723,148558,148558,102192,52940,837404,837404,491655,3597511,231685
4/4/2011,9728,245502,158200,158200,18960,35176,584684,584684,309317,2484779,129764
4/5/2011,16006,176587,89222,89222,56353,39568,378808,378808,5240913,5451538,272757
4/6/2011,16205,223554,154602,154602,23715,67376,1295244,1295244,851144,3076506,180616
4/7/2011,13272,309192,245102,245102,24114,63632,633520,633520,483276,2856116,112965
4/8/2011,619950,218779,168830,168830,26320,24868,393492,393492,649130,3782936,112799
4/11/2011,106371,312561,128252,128252,64553,57416,540480,540480,674944,3296432,104773
4/12/2011,58350,361499,140586,140586,92432,235152,471076,471076,777099,2895163,672809
4/13/2011,23708,344910,156864,156864,24300,46796,828576,828576,6144898,2777447,421536
4/14/2011,59172,153260,196412,196412,35885,62776,538124,538124,604064,3459761,442413
4/15/2011,15413,166825,131910,131910,21378,22732,567168,567168,457987,3098294,473680
4/18/2011,30503,402020,291246,291246,68152,302064,1060056,1060056,848778,2623301,327551
4/19/2011,71758,302155,95226,95226,51653,85236,563984,563984,708235,2169698,201882
4/20/2011,49807,230315,176926,176926,36625,57876,675376,675376,573990,2182358,150936
4/21/2011,57477,163200,98498,98498,16063,58772,710780,710780,375533,3254950,188070
4/22/2011,57477,163200,98498,98498,16063,58772,710780,710780,375533,3254950,188070
4/25/2011,17636,107660,90190,90190,23937,25288,459192,459192,313472,1284199,341011
4/26/2011,80287,161539,171058,171058,54485,98756,595280,595280,647905,3106031,297403
4/27/2011,13679,238317,157810,157810,73869,59028,529704,529704,634681,2491754,165237
4/28/2011,24898,150495,69374,69374,47463,72152,316064,316064,768642,3513253,682135
4/29/2011,11285,164486,70690,70690,32202,53712,439112,439112,796984,5687280,261546
5/2/2011,13813,223932,86378,86378,132538,43128,507716,507716,617939,2541296,281614
5/3/2011,91830,326083,76090,76090,71910,77544,437952,437952,644091,4024018,581031
5/4/2011,8276,394742,105418,105418,28645,35444,700188,700188,783970,4834212,256262
5/5/2011,38995,687695,118376,118376,43398,30324,677608,677608,1078620,3028709,246268
5/6/2011,25241,458144,104450,104450,96081,166112,479872,479872,822492,3525390,465638
5/9/2011,13152,204760,82450,82450,47883,255084,431816,431816,690886,1485438,662320
5/10/2011,303554,278475,97464,97464,42682,98764,758220,758220,607690,2005332,1081425
5/11/2011,19050,578117,136808,136808,137475,74804,441508,441508,759115,2224059,218003
5/12/2011,316490,728851,118240,118240,54014,132356,335880,335880,902295,2115085,146168
5/13/2011,55856,338002,82394,82394,74576,44348,245456,245456,2103301,1866399,317854
5/16/2011,129903,213298,104310,104310,122108,107260,672972,672972,823062,1847027,564581
5/17/2011,53700,401048,144738,144738,74497,81988,944964,944964,895833,8858127,954988
5/18/2011,313729,200215,212700,212700,51771,918968,1647124,1647124,870837,2182565,190210
5/19/2011,313663,188825,117362,117362,151893,68892,306372,306372,558702,2161569,458690
5/20/2011,40161,174615,82924,82924,32431,165276,1107584,1107584,467958,2727100,446381
5/23/2011,27487,274648,171436,171436,59199,53184,633044,633044,1152018,2143284,166065
5/24/2011,32910,148147,142782,142782,55178,17508,1068932,1068932,756736,3373587,507589
5/25/2011,126035,446504,115628,115628,94508,373788,753236,753236,547918,2055089,276151
5/26/2011,83838,169579,222038,222038,21201,28716,378136,378136,584672,2624089,525184
5/27/2011,209443,140338,93594,93594,28976,76848,230472,230472,1656325,3266898,506698
5/30/2011,209443,140338,93594,93594,28976,76848,230472,230472,1656325,3266898,506698
5/31/2011,33912,215096,848390,848390,406122,41200,260508,260508,2645505,4151233,1760912
6/1/2011,47218,180115,231684,231684,91493,139180,438460,438460,629587,4096427,1468341
6/2/2011,278054,211493,99056,99056,117095,50640,645720,645720,905202,3454637,688181
6/3/2011,71705,162284,185186,185186,151033,77308,573436,573436,1174862,3306501,649992
6/6/2011,125223,199153,156902,156902,39050,65412,392172,392172,755330,2520376,532516
6/7/2011,44106,131818,174076,174076,39880,147160,573788,573788,844520,2405885,596514
6/8/2011,225314,183167,203680,203680,59656,73396,542956,542956,792251,3177290,392940
6/9/2011,76308,250468,129602,129602,41541,52848,585760,585760,838301,1659290,475021
6/10/2011,24497,156718,116422,116422,59588,54000,624716,624716,1158131,2435252,524092
6/13/2011,43156,471141,87394,87394,56656,309472,435924,435924,1081016,1835410,602597
6/14/2011,27776,237514,84100,84100,77890,180132,447656,447656,856188,1600950,1403786
6/15/2011,25000,195754,132146,132146,49340,236992,429376,429376,1302339,3986769,264968
6/16/2011,31755,193009,113314,113314,45909,60616,425036,425036,904185,3326509,343023
6/17/2011,13604,194917,76100,76100,86668,47508,719364,719364,834819,2376914,375254
6/20/2011,30014,248385,62716,62716,77086,167248,491360,491360,506184,1636338,169467
6/21/2011,27177,162370,94236,94236,54344,147752,958992,958992,947842,3155324,1862042
6/22/2011,15318,151835,87136,87136,45768,35840,560344,560344,1309329,3322635,188679
6/23/2011,29268,228809,382378,382378,55855,160192,403556,403556,845165,5492939,1032068
6/24/2011,5698,167624,71196,71196,36212,28204,684084,684084,1123114,4906544,361432
6/27/2011,12765,128272,78414,78414,19745,1372032,539032,539032,597149,3326253,129611
6/28/2011,14548,93905,55360,55360,62435,97732,501260,501260,620246,3252707,652519
6/29/2011,21963,135349,97294,97294,374092,982700,740728,740728,1580984,3734548,538340
6/30/2011,21645,106008,106060,106060,49917,168896,434612,434612,1022630,3940127,407042
7/1/2011,37527,138434,654242,654242,140419,132720,344360,344360,1425180,4446087,1150042
7/4/2011,37527,138434,654242,654242,140419,132720,344360,344360,1425180,4446087,1150042
7/5/2011,91722,121506,167214,167214,169967,254580,215764,215764,1253781,3695124,745779
7/6/2011,20318,88870,74806,74806,58952,104252,295292,295292,312843,3020478,403554
7/7/2011,49474,115900,141260,141260,50372,212292,1213924,1213924,390696,3054843,334673
7/8/2011,18712,177309,142164,142164,43787,185164,760548,760548,655712,3097182,418867
7/11/2011,31123,165306,87656,87656,57672,107948,1217116,1217116,376253,4656419,556972
7/12/2011,26565,276547,95194,95194,46499,39568,446536,446536,805663,2430845,1082938
7/13/2011,18942,153001,77642,77642,25581,91368,549736,549736,711136,2482744,1076943
7/14/2011,28841,179101,114920,114920,20221,218032,578144,578144,1466243,2541111,592927
7/15/2011,22552,280034,421268,421268,33378,84140,1762980,1762980,1449563,3238353,323286
7/18/2011,9059,284390,80692,80692,39410,49740,661080,661080,515221,2267007,738780
7/19/2011,16779,177230,133066,133066,46419,173368,3160724,3160724,678365,2004686,2510944
7/20/2011,10777,254920,53828,53828,35730,69632,512260,512260,272043,2285688,210151
7/21/2011,22150,171985,94918,94918,47813,120900,769568,769568,445260,3813903,446388
7/22/2011,11788,215417,85394,85394,153747,127372,674544,674544,316219,1832502,419613
7/25/2011,28636,125053,100454,100454,155409,130840,828288,828288,328742,2483295,672600
7/26/2011,12478,136946,197874,197874,44481,81032,851580,851580,782103,2279648,402611
7/27/2011,18259,178700,133502,133502,125218,94356,985776,985776,887192,3552104,433044
7/28/2011,49770,256905,154646,154646,83894,45388,1425460,1425460,534066,3924384,475494
7/29/2011,28555,218013,207534,207534,109436,112072,734340,734340,716752,4963847,541834
8/1/2011,339708,806940,236584,236584,777793,314576,1001696,1001696,1082432,5483307,1553959
8/2/2011,35952,365436,285634,285634,318457,125596,2246924,2246924,1015502,6138367,1768851
8/3/2011,89083,346853,418254,418254,191528,814156,1597240,1597240,1315053,6865214,1400109
8/4/2011,64061,665893,297364,297364,165078,426100,1816004,1816004,2144335,9629772,884417
8/5/2011,75826,1538686,439208,439208,244852,491008,2336668,2336668,2643679,15956497,785300
8/8/2011,68128,1042354,632658,632658,214368,234336,2174600,2174600,1975744,17158983,983168
8/9/2011,89840,718112,263580,263580,203410,258716,4138016,4138016,2007627,12600157,767765
8/10/2011,285467,751605,1311522,1311522,521080,154652,3621464,3621464,2609138,14655548,1337163
8/11/2011,244347,894616,823446,823446,62022,266340,1708416,1708416,1337093,11761686,607178
8/12/2011,21064,446617,197340,197340,45042,91316,879576,879576,728681,5796808,305274
8/15/2011,64750,205185,99006,99006,292923,165856,1025392,1025392,956078,4020420,270128
8/16/2011,53835,321611,101726,101726,147969,78324,521684,521684,1633681,5599908,326097
8/17/2011,11397,299054,216146,216146,32725,37228,508188,508188,978586,3129006,403789
8/18/2011,34555,386662,329206,329206,35151,106408,951000,951000,1018638,6622908,287772
8/19/2011,112517,343735,344608,344608,122487,123988,1551916,1551916,1569537,7599085,384159
8/22/2011,28403,303707,79776,79776,128166,55288,806472,806472,930128,4998743,252489
8/23/2011,83473,279622,111908,111908,77445,101544,1985996,1985996,1082169,6578252,202581
8/24/2011,20474,175391,65972,65972,23891,51336,582408,582408,722385,4312855,474554
8/25/2011,28010,299704,99858,99858,65106,60400,752768,752768,765720,4785267,439679
8/26/2011,17487,264913,57266,57266,35473,87256,417208,417208,256281,5798504,209599
8/29/2011,85475,155344,114976,114976,233202,341528,423840,423840,571449,3260318,192674
8/30/2011,38963,236288,47206,47206,119790,81288,472224,472224,619765,3501274,398299
8/31/2011,30065,205986,156992,156992,41034,65208,572640,572640,830231,4542997,326436
9/1/2011,88879,442174,129184,129184,40287,60308,2039892,2039892,714000,2942277,234087
9/2/2011,31006,169668,84274,84274,240399,1314836,649448,649448,354371,2806545,385916
9/5/2011,31006,169668,84274,84274,240399,1314836,649448,649448,354371,2806545,385916
9/6/2011,27432,263878,376888,376888,25189,107644,837004,837004,464536,4773573,564185
9/7/2011,34062,146668,52626,52626,19378,67156,1895308,1895308,345489,2464755,242050
9/8/2011,46933,228163,85568,85568,13332,266044,537440,537440,337715,4173909,289300
9/9/2011,28383,320680,144292,144292,62091,104856,431540,431540,208572,5141078,235723
9/12/2011,48269,364958,108466,108466,56268,289584,518864,518864,431545,4430108,381236
9/13/2011,24615,322089,126202,126202,27125,100424,618388,618388,463867,4040780,274142
9/14/2011,21568,195904,138122,138122,21484,162152,782044,782044,446522,3469768,548442
9/15/2011,10142,145611,69230,69230,27921,98292,494100,494100,279379,3066405,159694
9/16/2011,44696,133712,40960,40960,18596,44188,839792,839792,392497,4447636,233153
9/19/2011,34755,199164,106098,106098,45931,186456,565072,565072,379864,4101957,345623
9/20/2011,22744,181506,28602,28602,19537,49712,1134244,1134244,885097,2426085,238690
9/21/2011,122165,515456,302344,302344,108597,73180,1568904,1568904,662318,6615945,281080
9/22/2011,424852,647604,451996,451996,250907,137188,2987860,2987860,1639448,8307995,2131381
9/23/2011,33055,564025,133440,133440,106415,147648,784552,784552,1130476,5883744,866103
9/26/2011,22891,268147,93766,93766,28276,99796,1618320,1618320,942768,4215504,1113147
9/27/2011,33845,347720,327482,327482,50376,206080,1344588,1344588,1096444,4106755,2038943
9/28/2011,16440,233196,125018,125018,63855,161524,927628,927628,792493,2069597,440998
9/29/2011,153195,278323,114306,114306,29935,116920,656620,656620,1221723,3783307,242631
9/30/2011,73018,353333,79322,79322,33870,266404,476620,476620,879983,4455726,228723
10/3/2011,122553,430140,193694,193694,42014,413220,1029400,1029400,1634526,4840281,1282618
10/4/2011,94611,516571,320188,320188,63942,410940,2518560,2518560,1454195,5920769,1464459
10/5/2011,79893,553663,117692,117692,91518,262080,875908,875908,1432238,3931289,777193
10/6/2011,56133,369424,89504,89504,71803,243792,666636,666636,3083987,3808142,2345282
10/7/2011,36122,369263,181080,181080,46598,141904,978664,978664,1116271,3135345,430009
10/10/2011,26765,252983,65974,65974,21704,125068,351852,351852,688652,1717723,160539
10/11/2011,36419,176459,66724,66724,40275,72280,492544,492544,1199260,1448757,288166
10/12/2011,32296,170036,107166,107166,32460,95092,1112816,1112816,1351260,3990200,364877
10/13/2011,100115,229116,61472,61472,12309,181472,471392,471392,737245,1850369,273883
10/14/2011,65574,314593,94508,94508,25805,124752,945808,945808,1080903,3728233,282448
10/17/2011,15229,174819,145478,145478,36416,384284,2064900,2064900,992590,3189811,313947
10/18/2011,57113,473680,141202,141202,72976,277456,1526968,1526968,1597459,8110152,459316
10/19/2011,58123,252541,157558,157558,39882,148744,586048,586048,1086330,5173832,532137
10/20/2011,63160,870232,79022,79022,33588,70092,596364,596364,1060139,2339811,666434
10/21/2011,54379,287494,67186,67186,70024,188688,1051200,1051200,1111756,4560279,732737
10/24/2011,130979,277025,197022,197022,607748,128724,2249884,2249884,870175,4167710,2314554
10/25/2011,96682,470982,109184,109184,39121,280932,1389032,1389032,1166274,5159971,979027
10/26/2011,60573,251262,89790,89790,59899,279608,424224,424224,1159551,4547212,211451
10/27/2011,81218,406038,184386,184386,49359,441608,1038400,1038400,907588,5533047,228148
10/28/2011,40092,386928,94672,94672,64910,170612,431516,431516,784308,3719171,342923
10/31/2011,34826,539886,91770,91770,421009,140600,1989024,1989024,1016882,5341145,437704
11/1/2011,141911,746480,143644,143644,234146,545544,1024216,1024216,1510142,18865745,489830
11/2/2011,49202,341206,70348,70348,56438,182360,596864,596864,303113,4203825,918192
11/3/2011,51510,254600,145608,145608,32550,159700,600152,600152,422429,3120890,356337
11/4/2011,628733,197784,129970,129970,80391,80716,503348,503348,303053,2511896,370950
11/7/2011,54667,179937,65252,65252,20263,136588,378568,378568,226957,2145215,136592
11/8/2011,29987,174078,110250,110250,26924,73632,3929744,3929744,368207,5425734,187689
11/9/2011,16982,492711,245882,245882,28202,97692,728156,728156,291473,4162903,392031
11/10/2011,17672,308242,68648,68648,30029,187060,1203156,1203156,185073,4359122,470352
11/11/2011,9099,269982,34946,34946,32993,38000,317772,317772,285129,1880986,96423
11/14/2011,19755,121707,100626,100626,22220,93724,325296,325296,337961,2789347,105174
11/15/2011,16939,173432,37374,37374,15315,48508,410748,410748,364945,2926944,162373
11/16/2011,20649,208462,73216,73216,36642,61740,466912,466912,351642,5490721,691634
11/17/2011,28226,300626,171072,171072,69289,203604,771468,771468,905274,5358557,361010
11/18/2011,571556,131301,65808,65808,39345,56376,299216,299216,518147,2507137,241378
11/21/2011,68671,126902,210302,210302,78604,259476,559700,559700,401875,4395952,127198
11/22/2011,28334,158235,89778,89778,20933,86648,945708,945708,1989215,3448545,117650
11/23/2011,21636,331807,127030,127030,61507,106748,400604,400604,300635,4129068,128800
11/24/2011,21636,331807,127030,127030,61507,106748,400604,400604,300635,4129068,128800
11/25/2011,16108,79974,23136,23136,50718,27068,264256,264256,214874,1583016,113362
11/28/2011,79494,165138,167760,167760,30788,166380,484140,484140,442393,3977410,139247
11/29/2011,21538,240387,109998,109998,29094,136008,1089428,1089428,170005,3620002,157815
11/30/2011,40708,156399,96728,96728,36845,184272,1266768,1266768,326772,5154327,299970
12/1/2011,84394,1544579,46498,46498,42291,205596,619752,619752,267272,3208158,107218
12/2/2011,33953,209652,105832,105832,21223,149072,322264,322264,346773,4746044,163216
12/5/2011,33557,117012,84246,84246,604462,212788,414288,414288,402916,5694775,237693
12/6/2011,20354,113276,71510,71510,41984,100192,1705080,1705080,187609,3054544,143924
12/7/2011,87853,188159,125722,125722,21104,99192,512508,512508,148320,4540489,1041168
12/8/2011,32252,172047,83536,83536,20561,110620,501984,501984,128952,3763215,229222
12/9/2011,11501,126682,171722,171722,13241,45936,307380,307380,152781,2608751,160764
12/12/2011,8873,86171,112488,112488,22364,2662512,367344,367344,216672,2896042,299714
12/13/2011,10433,75853,86560,86560,22651,132428,265104,265104,291916,4534944,108347
12/14/2011,13926,154817,76116,76116,23671,245652,587616,587616,521331,3880604,277824
12/15/2011,10760,143640,102638,102638,34812,51984,366676,366676,278965,5157881,282720
12/16/2011,18021,103199,62668,62668,29124,1575972,277548,277548,344963,6701991,295456
12/19/2011,149853,399981,62808,62808,27328,1543720,239348,239348,302471,4096933,170638
12/20/2011,23795,135469,153558,153558,28399,69604,482216,482216,203665,5745261,195965
12/21/2011,10016,142035,96344,96344,36727,78788,713172,713172,272256,4692655,167241
12/22/2011,23137,153467,78602,78602,30091,91748,512568,512568,138964,2249762,167214
12/23/2011,15782,62055,33678,33678,27483,103124,217436,217436,100081,2041550,129072
12/26/2011,15782,62055,33678,33678,27483,103124,217436,217436,100081,2041550,129072
12/27/2011,20663,92576,50676,50676,41135,89820,272844,272844,109003,2287616,71258
12/28/2011,18505,117315,69066,69066,29942,122812,618756,618756,194696,2126119,231482
12/29/2011,65909,99586,40568,40568,15717,194236,2552704,2552704,139277,1470587,203886
12/30/2011,11603,170799,116252,116252,12543,360828,253672,253672,179935,2177845,257287
1/2/2012,11603,170799,116252,116252,12543,360828,253672,253672,179935,2177845,257287
1/3/2012,71685,259545,133280,133280,114779,652432,2926644,2926644,271771,7948014,1015188
1/4/2012,19298,117087,219262,219262,69392,169296,580532,580532,225368,2544652,570433
1/5/2012,26228,240001,68796,68796,20044,75296,471716,471716,349897,3391213,256238
1/6/2012,57301,117029,57610,57610,32102,186412,371840,371840,267972,2787273,245074
1/9/2012,11541,221962,62850,62850,34901,52512,526816,526816,187361,3002423,270954
1/10/2012,18513,391547,110448,110448,30211,93188,321452,321452,107762,4025601,446573
1/11/2012,53311,88798,91562,91562,18332,128424,359884,359884,466326,2977966,435848
1/12/2012,97822,228035,262270,262270,23582,283636,679968,679968,248129,5765615,1049405
1/13/2012,65307,111750,109992,109992,24270,97452,964228,964228,109186,4881166,977451
1/16/2012,65307,111750,109992,109992,24270,97452,964228,964228,109186,4881166,977451
1/17/2012,24690,123186,88312,88312,20780,106148,1025232,1025232,184642,3309800,337603
1/18/2012,20455,110041,199980,199980,21862,352132,846984,846984,203736,2969692,313704
1/19/2012,32641,107828,63786,63786,35844,144948,510936,510936,294732,4398605,365905
1/20/2012,17370,72987,63600,63600,35826,55260,340496,340496,100024,2370859,459036
1/23/2012,23339,261788,56480,56480,44432,116988,347492,347492,232527,4036141,498751
1/24/2012,37524,76043,47124,47124,30182,149288,479464,479464,152968,2246770,493635
1/25/2012,47086,137099,48044,48044,28020,55140,712624,712624,300904,3363746,804867
1/26/2012,22099,177767,57576,57576,83177,89344,862944,862944,181076,3387260,321209
1/27/2012,30694,141996,55306,55306,19862,91392,559440,559440,111559,2288619,286096
1/30/2012,356335,192995,704558,704558,49614,96532,402616,402616,230077,4161777,713852
1/31/2012,41423,158658,65068,65068,188671,87212,418932,418932,1134004,4042572,1087591
2/1/2012,33062,320505,354780,354780,67440,113776,835992,835992,1337093,6827395,1001711
2/2/2012,39709,187735,189628,189628,38037,70860,672448,672448,109656,4428479,1290173
2/3/2012,11739,145551,142376,142376,67400,77048,479164,479164,827206,6105968,744241
2/6/2012,15016,82589,180906,180906,59392,59720,366832,366832,174681,2483683,407219
2/7/2012,13370,71807,186290,186290,25422,34728,623616,623616,209086,2213199,1103524
2/8/2012,75877,121416,79922,79922,41749,80880,623264,623264,282258,2694164,806027
2/9/2012,15950,63319,50686,50686,24108,70660,529028,529028,143143,4545556,573165
2/10/2012,16684,105348,58218,58218,126268,164988,939584,939584,630184,2316778,727097
2/13/2012,21105,90063,81510,81510,29700,544476,485356,485356,194451,2039291,514886
2/14/2012,15970,162756,106996,106996,25554,64876,1167840,1167840,1206380,3426731,214405
2/15/2012,13446,191948,185326,185326,30567,47920,779992,779992,277406,6286831,205841
2/16/2012,12391,89951,40402,40402,18946,54760,295972,295972,233684,3282611,214620
2/17/2012,138531,172658,28650,28650,22018,89992,268768,268768,102439,3421341,680513
2/20/2012,138531,172658,28650,28650,22018,89992,268768,268768,102439,3421341,680513
2/21/2012,13988,166739,120200,120200,325523,64112,1742496,1742496,764351,3343686,603286
2/22/2012,10817,121206,55832,55832,38608,99608,805204,805204,381259,3120798,520488
2/23/2012,52625,653845,52942,52942,24168,61512,515912,515912,491203,7394350,138618
2/24/2012,14428,111343,44376,44376,21931,60076,468004,468004,166998,2199078,163567
2/27/2012,15661,851624,181522,181522,327019,290736,2186284,2186284,101795,3529239,90747
2/28/2012,15379,150321,48656,48656,30006,107276,1153420,1153420,143220,2770302,209438
2/29/2012,15550,177734,66452,66452,89141,67184,544660,544660,315459,4909803,505969
3/1/2012,69464,122794,312418,312418,74640,491844,1140944,1140944,337343,8582813,355779
3/2/2012,236131,136867,360034,360034,20636,45920,813036,813036,124239,2574443,258201
3/5/2012,10431,127797,35390,35390,9162,48416,807084,807084,156017,2560021,109875
3/6/2012,37409,204683,198626,198626,45039,130084,794588,794588,381821,4195247,278930
3/7/2012,23199,66892,63058,63058,20626,63104,1766804,1766804,838034,2557942,306883
3/8/2012,7711,109900,31208,31208,31939,79236,347176,347176,134700,2586931,253363
3/9/2012,17171,134515,41364,41364,13009,71492,304664,304664,130364,2609657,175469
3/12/2012,7207,88437,26850,26850,11441,51848,352024,352024,96916,2608954,150698
3/13/2012,10708,77354,120990,120990,22146,106336,746456,746456,130467,3898998,494669
3/14/2012,13679,65127,114104,114104,92668,37228,1271632,1271632,124770,2523946,192869
3/15/2012,16312,132068,42836,42836,19098,41244,723792,723792,116814,2929285,334540
3/16/2012,11867,85859,39382,39382,26427,40208,488196,488196,131849,2734444,328513
3/19/2012,39123,69559,37470,37470,261561,41792,1284084,1284084,109431,3033440,131992
3/20/2012,9542,119260,159924,159924,137894,91740,1192724,1192724,136357,2766840,228329
3/21/2012,7105,71765,72350,72350,7864,35916,612688,612688,106069,2712772,252925
3/22/2012,21316,191804,77670,77670,15660,54464,726308,726308,528626,6018188,217289
3/23/2012,13192,601354,36976,36976,50744,27528,263588,263588,985196,2874182,142744
3/26/2012,14356,137079,71864,71864,21025,114096,472752,472752,270286,2300644,330271
3/27/2012,34249,447122,52972,52972,27913,58304,910544,910544,105796,2273872,152615
3/28/2012,9866,130929,57078,57078,21455,73072,2839336,2839336,141205,3458738,266405
3/29/2012,32982,178897,159980,159980,30838,104532,1802944,1802944,427808,3241337,193218
3/30/2012,13189,95681,56738,56738,31794,111280,643708,643708,267890,2182175,1172313
4/2/2012,66456,785169,1628604,1628604,62593,873224,1421140,1421140,440981,3088924,998806
4/3/2012,14679,185350,162270,162270,119041,85336,962060,962060,259459,3087062,998343
4/4/2012,19090,179384,60148,60148,7501,78216,629036,629036,351486,4599299,1093177
4/5/2012,68952,223168,39668,39668,10475,90896,606660,606660,155900,2419659,495670
4/6/2012,68952,223168,39668,39668,10475,90896,606660,606660,155900,2419659,495670
4/9/2012,49349,218921,98248,98248,31292,99524,846452,846452,199131,2504918,154265
4/10/2012,33724,204241,182726,182726,32492,235568,844280,844280,243552,5502788,152012
4/11/2012,15033,90248,59126,59126,36925,139968,511316,511316,110694,4433753,125052
4/12/2012,34196,246321,50158,50158,11190,73244,672828,672828,193842,3273309,121413
4/13/2012,10266,191228,119592,119592,28102,89044,439572,439572,564082,2476222,238466
4/16/2012,10420,135196,1086924,1086924,72699,532328,771736,771736,681761,3727173,237965
4/17/2012,16481,92595,419420,419420,14668,77036,384572,384572,278230,2329813,283708
4/18/2012,23737,106275,125160,125160,15131,145876,583368,583368,99207,2619363,80002
4/19/2012,2329,136969,40146,40146,24868,70896,728808,728808,145149,3736945,767822
4/20/2012,11781,67158,46354,46354,21305,49068,315580,315580,97098,1830538,366252
4/23/2012,30283,118707,55834,55834,15152,74716,2325456,2325456,334077,2468070,452902
4/24/2012,16184,152752,32574,32574,20115,140772,763012,763012,214865,2274427,221216
4/25/2012,23555,100893,61740,61740,8516,78384,1207792,1207792,195817,3062003,120733
4/26/2012,12646,106080,55812,55812,21410,69236,959416,959416,176769,2450359,166887
4/27/2012,17714,48708,37034,37034,24828,62356,420136,420136,170452,2853879,221813
4/30/2012,19437,47763,39954,39954,322603,95080,1217904,1217904,547167,4696324,1315787
5/1/2012,33252,138763,40368,40368,39781,120852,1041688,1041688,118999,7853176,190700
5/2/2012,23134,301446,39762,39762,14488,298940,419404,419404,160308,2098074,223715
5/3/2012,13344,220523,86428,86428,19598,122372,318948,318948,71375,2236034,235338
5/4/2012,89246,82867,142048,142048,20287,54272,528508,528508,340485,2153279,233474
5/7/2012,55065,1137113,137908,137908,96325,499436,534316,534316,149870,1929542,156741
5/8/2012,67182,510369,72376,72376,27121,247460,2144940,2144940,417099,3123769,239970
5/9/2012,54145,249913,74292,74292,40819,150112,458628,458628,293927,4397426,205111
5/10/2012,21032,135791,86900,86900,10168,128308,815352,815352,295495,2350926,104595
5/11/2012,9345,112023,55816,55816,26903,219628,297732,297732,113157,3111752,769578
5/14/2012,43413,122445,64976,64976,15253,370508,1937872,1937872,636006,4577310,85340
5/15/2012,23100,137822,43020,43020,13933,102420,1151268,1151268,526873,4584101,118552
5/16/2012,15813,399643,40334,40334,18976,144596,1019400,1019400,178656,5452232,670047
5/17/2012,12168,371705,138852,138852,27000,124332,1755312,1755312,301542,3900581,439025
5/18/2012,73680,314084,106304,106304,50570,86816,684548,684548,149986,3863623,55070
5/21/2012,14031,195390,147804,147804,17006,114672,1031344,1031344,435822,3576601,65068
5/22/2012,30372,127720,161156,161156,67360,90908,1057428,1057428,210983,2705330,62090
5/23/2012,13581,233173,37064,37064,21334,78536,318824,318824,219220,2535614,67787
5/24/2012,58877,932747,38318,38318,67094,248444,233600,233600,226199,2878879,156969
5/25/2012,21331,150540,19098,19098,8497,95724,401592,401592,81499,2333447,94507
5/28/2012,21331,150540,19098,19098,8497,95724,401592,401592,81499,2333447,94507
5/29/2012,20038,154615,32258,32258,366057,62692,900808,900808,452060,2141925,93832
5/30/2012,8144,738049,35602,35602,33070,115668,1513580,1513580,472436,2277060,59749
5/31/2012,29267,728964,190404,190404,26598,210120,791404,791404,170488,8630466,1193070
6/1/2012,157068,677012,186002,186002,46956,403672,1009456,1009456,263530,7951785,334037
6/4/2012,85853,183065,251020,251020,61219,416224,1717324,1717324,275433,3283276,196672
6/5/2012,35529,156624,103110,103110,18773,113408,1156168,1156168,278581,3389873,162688
