Dates,Information Technology,Healthcare,Energy,Consumer Discretionary,Financials,Communcation Services,Consumer Staples,Materials,Utilities,S&P500,Industrials
7/28/2009,314.1,324.76,391.31,197.28,169.31,106.42,251.96,171.88,147.31,979.62,204.79
7/29/2009,313.08,325.65,383.22,195.64,168.88,107.29,252.97,168.34,146.82,975.15,203.42
7/30/2009,314.57,326.11,387.36,198.93,173.36,108.6,253.51,173.43,148.7,986.75,208
7/31/2009,313.92,324.11,389.92,199.22,174.88,107.93,252.85,175.04,147.13,987.48,208.97
8/3/2009,318.46,325.83,398.78,203.1,179.55,108.23,253,181.12,148.23,1002.63,213.27
8/4/2009,318.18,325.78,397.94,203.62,183.26,108.05,253.82,180.92,146.48,1005.65,214.35
8/5/2009,315.4,321.72,393.8,202.42,189.37,106.08,251.29,182.28,145.12,1002.72,212.9
8/6/2009,313.16,318.5,390.8,202.19,188.06,104.86,249.12,181.21,145.38,997.08,214.15
8/7/2009,316.13,321.15,390.51,208.89,193.14,104.97,250.23,182.07,146.58,1010.48,219.56
8/10/2009,314.34,323.56,391.49,206.44,191.88,104.69,250.68,179.1,146.87,1007.1,217.11
8/11/2009,311.16,322.63,384.94,204.31,185.1,103.55,249.98,178.71,146.54,994.35,214.31
8/12/2009,316.34,323.68,389.84,206.28,188.83,105.01,249.96,180.1,147.24,1005.81,218
8/13/2009,319.16,323.87,392.69,206.68,192.53,104.77,250.86,183.91,147.01,1012.73,218.43
8/14/2009,316.23,323.01,387.28,203.48,191.58,104.45,250.6,178.97,146.97,1004.09,215.15
8/17/2009,307.86,322.92,375.29,197.04,183.42,102.37,248.37,172.3,145,979.73,208.95
8/18/2009,312.35,322.61,378.62,199.73,186.95,102.72,249.24,174.83,145.21,989.67,211.84
8/19/2009,313.63,326.57,385.82,201.63,186.85,103.3,250.77,176.68,146.17,996.46,211.69
8/20/2009,316.92,328.56,389.24,203.21,191.7,104.2,252.21,177.35,147.13,1007.37,214.3
8/21/2009,321.76,332.33,399.68,207.34,195.81,106.08,254.96,181.93,150.02,1026.13,219.71
8/24/2009,321.51,333.57,404.91,205.39,194,106.28,254.61,180.41,150.28,1025.57,219.98
8/25/2009,321.85,334.75,399.42,207.88,196.17,106.37,254.99,179.75,149.56,1028,221.41
8/26/2009,322.03,333.91,401.55,208.81,195.93,107.18,255.91,178.89,149.33,1028.12,219.38
8/27/2009,323.19,334.62,400.05,209.5,197.83,106.52,255.39,179.95,148.94,1030.98,221.22
8/28/2009,324.21,331.56,398.61,209.28,198.13,105.96,254.03,181.06,148.92,1028.93,220.18
8/31/2009,321.3,330.78,391.31,205.86,197.37,105.32,254.89,178.47,147.38,1020.63,217.62
9/1/2009,315.11,326.49,385.13,201.76,186.98,102.8,252.16,173.73,146.32,998.04,213.49
9/2/2009,314.98,326.15,383.23,200.69,185.16,102.52,252.55,174.68,145.07,994.75,212.42
9/3/2009,316.58,325.95,384.81,203.32,189.4,102.33,253.65,177.52,145.54,1003.24,215.54
9/4/2009,321.91,330.07,390.64,206.29,190.97,103.93,255.46,180.02,146.03,1016.4,219.84
9/7/2009,321.91,330.07,390.64,206.29,190.97,103.93,255.46,180.02,146.03,1016.4,219.84
9/8/2009,324.29,328.89,400.71,208.38,192.16,104.82,257.61,182.71,146.19,1025.39,222.6
9/9/2009,326.83,332.08,401.19,210.69,194.92,105.19,257.41,183.69,146.03,1033.37,226.05
9/10/2009,331.21,334.26,407.19,213.68,196.71,107.43,259.14,184.87,146.09,1044.14,228.1
9/11/2009,330.73,334.07,407.32,212.71,195.1,107.73,259.73,184.56,145.57,1042.73,229.1
9/14/2009,330.94,335.99,409.52,213.65,197.93,107.47,259.72,187.39,147.82,1049.34,231.81
9/15/2009,332.87,333.3,412.43,214.53,198.11,107.84,258.14,191.7,148.94,1052.63,234.67
9/16/2009,336.13,335.32,421.72,218.64,204.83,107.01,259.82,194.33,151.19,1068.76,238.37
9/17/2009,335.41,335.33,419.09,217.81,204.07,105.6,259.72,193.41,150.33,1065.48,237.98
9/18/2009,335.87,334.92,418.9,219.47,203.94,107.79,262.67,193.2,150.85,1068.3,237.96
9/21/2009,336,337.09,415.11,218.27,202.08,107.16,262.3,191.52,150.21,1064.66,236.73
9/22/2009,337.23,336,420.86,218.88,206.62,106.43,262.29,193.73,149.9,1071.66,238.8
9/23/2009,336.09,332.36,412.84,215.96,202.32,108.18,262.21,189.96,149.32,1060.87,236.55
9/24/2009,333.94,331.29,407.32,213.99,198.73,108.02,261.06,186.17,149.14,1050.78,233.16
9/25/2009,331.61,330.89,406.91,212.13,196.53,107.6,260.43,184.02,148.63,1044.38,230.64
9/28/2009,337.36,335.65,413.82,216.38,203.28,109.19,261.61,187.77,149.96,1062.98,234.37
9/29/2009,335.02,335.3,411.47,217.42,202.2,108.63,262.75,187.86,150.22,1060.61,233.95
9/30/2009,335.65,333.76,409.31,216.48,201.18,108.29,263.19,186.92,148.93,1057.08,231.92
10/1/2009,326.02,328.24,397.97,211.5,192.38,106.58,260.72,179.73,146.28,1029.85,225.94
10/2/2009,324.92,327.4,395.32,208.77,192.23,106.26,262.17,178.67,144.99,1025.21,222.67
10/5/2009,327.61,329.09,404.04,212.42,198.57,107.12,262.68,182.32,146.77,1040.46,226.82
10/6/2009,333.84,331.65,412.65,215.59,201.02,108.36,264.93,185.83,147.8,1054.72,229.3
10/7/2009,335.4,332.46,415.21,215.77,203.03,105.23,265.82,186.25,147.53,1057.59,228.67
10/8/2009,336.72,332.28,424.61,219.08,203.45,104.36,267.34,189.99,147.83,1065.48,231.43
10/9/2009,340.49,335.59,425.14,219.11,205.1,103.58,267.92,190.45,148.77,1071.49,232.63
10/12/2009,341.43,337.06,430.39,219.27,206.96,103.48,268.33,190.92,149.52,1076.19,232.48
10/13/2009,341.46,333.68,430.5,220.23,204.67,103.91,267.72,191.87,148.66,1073.19,232.38
10/14/2009,346.44,338.51,438.34,223.62,211.69,103.9,269.1,195.74,149.19,1092.02,238.5
10/15/2009,346.37,340.66,446.93,223.89,210.29,104.57,271.35,196.56,150.5,1096.56,239.2
10/16/2009,342.93,339.34,446.72,222.64,204.75,103.66,272.4,193.84,150.88,1087.68,237.08
10/19/2009,346.31,342.73,452.23,225.71,205.69,104.5,273.85,196.5,153.13,1097.91,239.22
10/20/2009,346.32,339.3,448.37,223.26,204.3,103.96,273.38,194.32,151.36,1091.06,237.52
10/21/2009,345.59,334.75,447.34,220.03,200.41,103.92,271.04,191.73,151.63,1081.4,235.44
10/22/2009,347.59,337.3,450.75,223.7,206.26,104.48,271.53,194.41,152.08,1092.91,237.29
10/23/2009,346.51,333.71,441.69,222.07,203.05,103.12,268.57,190.43,149.56,1079.6,233.25
10/26/2009,345.39,330.09,435.23,220.89,197.95,101.77,266.49,185.77,147.61,1066.95,230.86
10/27/2009,342.19,331.95,439.85,217.21,196.58,102.82,266.97,184.12,147.12,1063.42,228.46
10/28/2009,336.02,327.79,427.15,211.21,190.23,104.63,265.94,178.3,145.6,1042.63,223.48
10/29/2009,342.62,330.98,437.49,216.96,198.47,105.21,270.67,183.98,146.97,1066.11,227.92
10/30/2009,334.37,326.06,422.22,211.1,189.03,103.04,265.94,176.96,144.15,1036.2,221.11
11/2/2009,335.75,327.87,424.18,213.01,190.61,102.65,268.71,178.76,143.75,1042.88,223.23
11/3/2009,334.77,327.63,428.84,213.58,191.43,102.1,266.94,180.97,143.44,1045.41,226.44
11/4/2009,337.01,331.72,428.29,213.3,188.54,102.53,268.14,180.84,144.42,1046.5,226.11
11/5/2009,344.36,337.04,435.18,218.79,193.32,103.76,269.7,185.21,146.85,1066.63,231.69
11/6/2009,344.73,338.4,434.26,221.02,192.45,104.08,270.62,185.78,146.48,1069.3,234.52
11/9/2009,352.27,344.23,440.95,225.88,199.43,106.42,274.59,191.78,149.01,1093.08,240.3
11/10/2009,352.22,345.91,441.12,226.02,198.54,106.4,274.72,192.07,149.49,1093.01,239.59
11/11/2009,354.31,346.48,441.36,227.1,201.31,106.63,275.45,193.83,149.12,1098.51,240.82
11/12/2009,352.76,344.62,432.36,224.8,197.6,105.79,273.97,192.61,147.12,1087.24,238.4
11/13/2009,355.9,345.18,435.31,228.29,197.05,105.82,275.84,193.66,148.3,1093.48,239.96
11/16/2009,359.52,350.07,445.97,232.06,199.48,106.67,277.83,198.05,150.21,1109.3,244.79
11/17/2009,361.16,350.36,445.81,230.42,199.62,107.31,278.29,199.91,149.66,1110.32,244.72
11/18/2009,359.31,351.65,444.59,229.63,201.4,107.56,278.26,199.7,148.99,1109.8,243.68
11/19/2009,353.56,349.79,435.4,226.94,197.33,106.8,277.34,196.67,147.15,1094.9,240.04
11/20/2009,351.28,351.73,431.55,225.68,196.2,106.62,277.47,196.44,147.5,1091.38,239.33
11/23/2009,356.88,355.42,438.4,227.68,199.08,109.43,280.28,198.29,149.53,1106.24,242.96
11/24/2009,355.21,358.22,440.27,227.27,197.58,110.51,280.42,197.73,150.04,1105.65,242.27
11/25/2009,355.84,360.14,444.57,229.52,197.17,110.96,280.44,200.63,151.4,1110.63,243.88
11/26/2009,355.84,360.14,444.57,229.52,197.17,110.96,280.44,200.63,151.4,1110.63,243.88
11/27/2009,350.11,356.41,433.84,226.11,191.76,110.13,277.47,195.72,148.95,1091.49,239.94
11/30/2009,351.1,355.43,434.25,225.31,197.02,109.62,276.11,197.04,150.16,1095.63,240.3
12/1/2009,355.82,359.9,440.51,228.31,197.21,111.45,279.78,200.21,152.86,1108.86,243.76
12/2/2009,355.41,360.99,437.18,228.96,196.98,112.28,279.74,202.5,154.87,1109.23,243.45
12/3/2009,354.84,358.97,430.92,227.29,192.92,112.51,277.6,199.09,155.35,1099.92,241.8
12/4/2009,357.91,359.21,427.47,228.97,196.33,112.75,278.86,196.7,154.7,1105.98,245.34
12/7/2009,356.18,358.65,426.16,229.99,193.17,114.74,279.19,196.85,155.83,1103.25,245.18
12/8/2009,353.46,355.97,418.75,228.22,191.45,113.62,275.99,193.48,155.22,1091.94,241.92
12/9/2009,356.66,358.1,419.29,227.8,192.2,113.61,276.01,196.06,155.78,1095.95,241.95
12/10/2009,358.24,362.26,422.97,230.97,191.81,114.45,277.26,195.44,157.6,1102.35,242.8
12/11/2009,357.1,362.04,423.35,233.33,193.14,115.16,278.25,195.72,160.21,1106.41,245.18
12/14/2009,360.2,365.32,424.07,235.4,194.27,115.01,279.2,198.55,160.87,1114.11,248.08
12/15/2009,358.28,365.05,424.43,234.63,190.95,113.44,277.98,196.32,160.27,1107.93,247.35
12/16/2009,359.57,363.62,426.43,235.02,192.23,113.09,276.93,198.31,159.63,1109.18,246.5
12/17/2009,355.3,360.21,423.43,232.2,188.75,112.24,273.36,193.76,158.68,1096.08,244.09
12/18/2009,360.85,361.13,424.6,233.42,191.37,112.49,272.55,193.95,159.39,1102.47,243.62
12/21/2009,364.71,365.11,429.14,236.35,194.2,113.46,274.65,196.21,159.98,1114.05,245.36
12/22/2009,366.8,366.39,431.06,236.71,194.79,114.63,275.84,197.54,158.9,1118.02,245.63
12/23/2009,368.95,366.15,433.11,237.68,194.1,114.83,276.17,200.46,159.14,1120.59,245.68
12/24/2009,372.66,366,435.2,237.95,195.77,115.25,277,202.03,160.26,1126.48,246.7
12/25/2009,372.66,366,435.2,237.95,195.77,115.25,277,202.03,160.26,1126.48,246.7
12/28/2009,373.48,367.52,436.43,237.89,195.17,115.9,277.39,202.4,160.5,1127.78,246.4
12/29/2009,373.11,366.86,433.48,238.39,194.35,115.85,277.67,202.12,160.32,1126.2,246.88
12/30/2009,374.81,366.44,433.67,237.4,194.5,115.77,277.45,202.34,160.43,1126.42,246.22
12/31/2009,370.71,362.22,429.95,235.07,193.78,114.64,274.3,199.81,157.99,1115.1,242.99
1/1/2010,370.71,362.22,429.95,235.07,193.78,114.64,274.3,199.81,157.99,1115.1,242.99
1/4/2010,376.46,367.26,442.08,236.46,197.79,116.42,277,205.36,158.33,1132.98,247.11
1/5/2010,376.33,365.15,445.6,237.62,201.15,116.64,276.7,206.43,156.51,1136.52,247.99
1/6/2010,373.03,366.89,450.2,237.59,202,113.17,276.35,209.57,157.28,1137.14,248.49
1/7/2010,371.6,368.26,449.2,239.63,206.21,112.21,276.28,208.61,156.43,1141.7,251.72
1/8/2010,374.53,369.35,451.47,239.6,205.09,111.7,274.87,210.75,156.23,1144.98,255.56
1/11/2010,372.93,370.88,451.99,239.36,205.15,111.66,275.98,210.34,157.95,1146.98,258.55
1/12/2010,368.66,368.62,445.74,236.37,201.88,111.21,277.45,206.27,157.36,1136.22,256.48
1/13/2010,372.15,373.37,447.49,238.55,204.24,110.78,279.31,208.15,158.78,1145.68,257.7
1/14/2010,374.72,376.41,448.26,238.65,205.54,108.8,279.16,206.13,158.29,1148.46,257.55
1/15/2010,369.97,374.84,444.78,236.51,201.35,107.26,277.34,203.93,157.27,1136.03,254.39
1/18/2010,369.97,374.84,444.78,236.51,201.35,107.26,277.34,203.93,157.27,1136.03,254.39
1/19/2010,375.79,382.47,448.58,239.29,203.64,108.82,279.1,207.16,159.11,1150.23,256.63
1/20/2010,370.32,380.45,440.79,236.48,203.37,107.28,276.34,204.04,157.43,1138.04,253.42
1/21/2010,366.61,372.12,432,233.42,197.35,106.52,272.21,195.21,155.21,1116.48,247.82
1/22/2010,352.35,367.69,422.56,229.1,190.93,105.14,271.3,190.8,151.84,1091.76,244.05
1/25/2010,354.81,367.53,425.17,229.88,191.94,106.25,271.85,192.29,152.69,1096.79,245.17
1/26/2010,354.81,365.91,423.12,230.09,188.7,104.96,271.86,190.22,153.26,1092.17,244.88
1/27/2010,357,368.01,420.67,230.9,193.07,105.34,272.18,188.72,152.47,1097.5,245.34
1/28/2010,346.5,365.51,416.41,229.42,192.29,104.35,271.5,185.17,150.82,1084.53,242.38
1/29/2010,339.38,363.75,410.57,228.13,190.92,103.95,270.88,182.5,149.93,1073.87,240.06
2/1/2010,344.4,365.38,422.67,230.65,193.98,104.41,273.05,189.19,151.04,1089.19,243.54
2/2/2010,347.12,372.38,428.65,234.01,196.15,105.71,276.57,189.93,152.29,1103.32,248.19
2/3/2010,348.13,368.14,425.41,234.37,193.51,104.85,275.15,188.09,151.14,1097.28,247.29
2/4/2010,338.11,358.41,408.83,227.68,185.48,102.36,268.74,180.87,147.15,1063.11,239.72
2/5/2010,341.82,357.61,408.35,226.61,187.74,102.87,268.52,184.01,146.75,1066.19,238.37
2/8/2010,340.02,356.23,404.65,225.69,183.6,102.08,267.64,181.19,145.12,1056.74,235.72
2/9/2010,343.51,358.46,412.73,228.87,185.62,103.41,271.35,185.73,146.51,1070.52,239.79
2/10/2010,342.45,356.5,410.57,227.83,187.15,102.96,270.88,184.36,145.68,1068.14,239.15
2/11/2010,346.34,358.87,417.06,230.32,187.56,103.44,273.26,187.25,146.45,1078.47,242.68
2/12/2010,346.55,357.94,414.74,230.29,187.02,102.9,272.61,187.1,145.48,1075.51,240.95
2/15/2010,346.55,357.94,414.74,230.29,187.02,102.9,272.61,187.1,145.48,1075.51,240.95
2/16/2010,352.01,361.08,425.77,234.07,191.63,103.92,275.89,191.72,148.18,1094.87,246.32
2/17/2010,353.34,364,424.3,235.98,192.36,104.25,277.91,191.81,147.8,1099.51,247.86
2/18/2010,356.26,365.67,426.43,237.44,193.44,104.09,279.87,194.05,148.66,1106.75,250.33
2/19/2010,355.83,365.08,427.13,238.26,194.6,103.75,280.11,194.93,150.78,1109.17,251.53
2/22/2010,354.84,364.79,421.51,237.96,196.82,103.48,279.68,194.02,149.79,1108.02,251.67
2/23/2010,349.98,360.75,415.17,236.6317,193.31,102.5,278.1,190.67,148.58,1094.6,248.59
2/24/2010,353.66,363.48,418.37,239.7748,196.68,102.87,280.08,190.49,148.67,1105.24,250.89
2/25/2010,352.81,363.26,417.62,239.6494,196.03,102.43,279.68,190.13,148.24,1102.94,250.1
2/26/2010,353.04,363.79,418.27,240.2188,197.43,102.61,278.19,190.2,147.14,1104.49,251.04
3/1/2010,358.23,367.26,422.25,244.1005,198.16,103.24,280.05,193.19,149.09,1115.71,253.45
3/2/2010,357.45,368.71,425.58,243.3745,198.73,103.15,281.13,195.1,149.78,1118.31,254.14
3/3/2010,357.66,367.04,426.39,243.4347,198.83,103,281.48,197.09,149.64,1118.79,254.51
3/4/2010,359.42,366.18,424.77,245.8031,200.65,103.26,282.67,197.58,149.77,1122.97,255.59
3/5/2010,364.46,370.59,432.46,249.6763,204.73,103.32,284.11,200.26,151.42,1138.7,259.48
3/8/2010,365.66,368.99,431.77,250.5647,205.04,104.47,283.07,200,151.31,1138.51,258.25
3/9/2010,367.08,368.54,432.04,250.3537,205.6,105.76,282.58,198.97,150.89,1140.45,260.33
3/10/2010,369.89,368.88,434.77,251.1655,207.91,105.63,281.99,198.86,151.07,1145.61,261.27
3/11/2010,371.41,370.44,434.7,252.5727,209.8,106.09,282.13,199.76,151.44,1150.24,262.06
3/12/2010,371.58,368.97,434.42,253.164,208.94,105.9,282.24,200.97,150.4,1149.99,263.93
3/15/2010,370.59,370.8,430.27,253.479,208.78,106.44,284.62,200.41,151.12,1150.51,264.56
3/16/2010,373.22,371.6,433.96,254.9028,211.43,106.65,285.7,203.47,152.71,1159.46,267.68
3/17/2010,374.63,372.04,438.74,256.1391,213.74,107.31,287.12,204.82,153.24,1166.21,268.69
3/18/2010,375.45,374.41,433.64,256.2421,212.76,107.96,287.05,203.39,152.57,1165.83,270.62
3/19/2010,372.46,374.48,429.54,254.6792,211.19,108.43,286.82,201.38,152.26,1159.9,269.65
3/22/2010,375.18,376.71,428.2,258.0222,212.41,109.12,287.92,203.98,151.31,1165.81,270.25
3/23/2010,378.7,378.13,429.62,259.1407,214.04,110.11,290.31,206.54,151.78,1174.17,273.22
3/24/2010,376.56,374.87,426.79,257.9278,214.4,108.95,287.39,205.92,150.29,1167.72,271.7
3/25/2010,377.81,372.92,420.45,259.3114,215.32,108.01,287.5,201.86,149.27,1165.73,271.14
3/26/2010,377.34,370.45,421.22,260.6966,215.55,108.25,287.83,203.45,149.65,1166.59,271.96
3/29/2010,377.39,373.77,428.62,260.6483,215.96,109.05,289.3,205.25,151.41,1173.22,274.32
3/30/2010,379.24,373.95,428.63,260.7199,214.39,108.66,289.61,205.62,151.17,1173.27,274.84
3/31/2010,376.89,372.68,430.31,258.6931,214.75,108.15,288.13,204.62,150.7,1169.43,273.25
4/1/2010,377.24,374.75,437.34,260.5955,216.74,109.19,289.58,208.31,152.66,1178.1,274.85
4/2/2010,377.24,374.75,437.34,260.5955,216.74,109.19,289.58,208.31,152.66,1178.1,274.85
4/5/2010,381.42,373.71,444.53,263.6742,218.9,110,289.37,210.79,153.51,1187.44,276.91
4/6/2010,381.58,373.06,444.59,264.0664,221.19,109.59,288.42,211.27,154.85,1189.44,276.92
4/7/2010,380.77,371.49,440.15,262.6888,220,107.03,286.85,209.77,153.42,1182.45,275.31
4/8/2010,380.88,370.68,442.81,265.3801,221.83,107.98,286.84,210.34,152.53,1186.44,276.23
4/9/2010,384.04,372.17,447.72,267.7171,222.82,108.94,288.63,210.95,153.37,1194.37,277.66
4/12/2010,385.22,371.41,449.05,267.7051,223.83,108.76,288.92,209.94,153.91,1196.48,278.51
4/13/2010,386.51,371.51,446.97,269.2574,223.83,108.53,288.86,209.25,153.36,1197.3,279.23
4/14/2010,392.95,369.9,451.18,273.1775,229.75,108.4,288.9,210.62,153.41,1210.65,282.73
4/15/2010,395.01,368.95,451.14,274.2379,228.64,108.17,288.16,210.56,153.13,1211.67,285.38
4/16/2010,389.51,366.85,444.25,270.4938,219.93,107.29,287.31,206.85,151.48,1192.13,280.71
4/19/2010,390.36,369.73,445.05,271.2003,222.35,108.47,288.46,207.35,151.74,1197.52,280.73
4/20/2010,392.02,370.67,453.57,274.2509,225.26,109.18,288.72,207.72,153.47,1207.18,282.79
4/21/2010,393.58,364.2,452.82,275.792,224.05,108.18,288.94,207.43,153.7,1205.95,285.3
4/22/2010,394.46,359.48,452.51,280.3829,225.33,107.81,288.18,209.02,154.24,1208.67,287.2
4/23/2010,396.28,363.5,462.89,281.6413,226.22,107.59,287.82,211.69,155.53,1217.28,289.22
4/26/2010,395.61,359.47,461.89,283.2366,222.31,107.3,287.14,211.85,154.93,1212.05,289.92
4/27/2010,387.79,355.46,449.04,275.0774,214.87,106.05,282.34,205.04,152.18,1183.71,282.46
4/28/2010,388.58,357.84,453.88,274.2817,217.64,106.52,283.95,207.07,153.6,1191.36,284.8
4/29/2010,392.34,362.59,454.39,279.9323,223.06,107.41,285.12,208.73,153.65,1206.78,290.73
4/30/2010,383.53,358.12,449.37,274.2667,217.54,106.64,283.64,205.47,154.37,1186.69,284.43
5/3/2010,388.79,360.16,453.62,279.9179,221.54,107.8,285.19,205.42,156.43,1202.26,290.41
5/4/2010,377.34,357.44,441.82,271.711,215.53,106.02,282.47,198.15,153.57,1173.6,280.85
5/5/2010,375.14,358.19,435.3,267.7984,214.51,105.89,283.41,196.53,152.44,1165.9,276.75
5/6/2010,362.78,348.91,420.46,258.3542,205.69,103.34,276.68,190.47,148.33,1128.15,267.43
5/7/2010,354.31,344.19,414.04,253.4412,203.16,102.68,275.24,187.97,147.45,1110.89,261.86
5/10/2010,371.85,353.51,430.41,266.789,214.5,105.14,282.91,196.98,151.84,1159.73,276.73
5/11/2010,370.15,352.89,427.01,266.7981,213.47,105,282.66,194.79,152.13,1155.79,276.13
5/12/2010,378.46,355.35,432.43,270.3888,215.84,106.08,284.45,198.49,153.42,1171.67,281.66
5/13/2010,373.25,351.94,429.09,264.6933,212.25,106.27,283.13,195.98,152.58,1157.44,277.67
5/14/2010,365.68,346.52,420.64,260.2011,206.47,105.07,280.58,191.03,151.31,1135.68,271.74
5/17/2010,366.54,346.83,416.64,261.8332,206.46,106.28,283.03,190.74,151.45,1136.94,270.9
5/18/2010,360.6,344.14,413.59,257.057,200.69,105.74,281.72,187.93,149.95,1120.8,267.24
5/19/2010,358.17,343.68,409.48,255.0715,201.04,105.48,281.18,187.22,148.52,1115.05,263.89
5/20/2010,345.44,332.19,391.33,245.3577,191.56,102.63,272.16,178.96,143.75,1071.59,251.89
5/21/2010,348.91,333.11,398.03,249.9162,198.5,102.92,273.23,183.4,144.55,1087.69,255.78
5/24/2010,346.93,332.39,389.4,247.9654,192.78,101.91,271.14,180.37,143.27,1073.65,251.72
5/25/2010,346.37,330.74,389.15,250.0555,194.39,102.14,268.56,183.19,142.28,1074.03,251.31
5/26/2010,342.71,328.86,388.1,249.3947,193.15,100.96,266.19,181.74,142.05,1067.95,251.96
5/27/2010,354.83,335.19,404.39,258.1798,201.74,103.4,271.37,188.84,144.96,1103.06,260.34
5/28/2010,351.8,333.08,396.31,254.6774,197.42,102.44,270.21,185.64,144.92,1089.41,256.48
5/31/2010,351.8,333.08,396.31,254.6774,197.42,102.44,270.21,185.64,144.92,1089.41,256.48
6/1/2010,348.52,329.62,379.47,250.6552,193.31,101.6,269.71,179.81,141.65,1070.71,251.1
6/2/2010,356.12,337.37,395.72,256.7107,199.19,103.67,274.27,185.27,144.66,1098.38,257.34
6/3/2010,360.17,338.89,400.02,257.6494,198.15,103.9,274.55,183.16,146.06,1102.83,258.67
6/4/2010,348.78,328.79,386.22,247.9002,190.3,101.56,267.51,175.96,141.74,1064.88,246.83
6/7/2010,342.25,328.67,383.16,243.3442,186.43,101.47,265.67,173.03,142.47,1050.47,240.54
6/8/2010,342.41,329.15,390.36,245.2433,190.19,103.57,269.57,177.34,144.33,1062,242.95
6/9/2010,339.4,327.35,385.37,245.2357,188.35,103.52,269.15,176.83,143.38,1055.69,242.59
6/10/2010,348.04,333.99,404.29,253.1971,194.63,105.71,273.27,183.04,147.22,1086.84,251.18
6/11/2010,351.89,336.7,406.05,253.609,195.34,105.97,271.2,185.2,147.19,1091.6,252.44
6/14/2010,350.94,337.25,403.99,253.984,194.04,105.62,272.21,183.36,147.79,1089.63,252.07
6/15/2010,361.01,342.97,414.93,260.0643,199.02,107.33,275.24,188.08,150.78,1115.23,259.66
6/16/2010,361.9,344.02,414.32,258.4464,199.06,107.28,273.81,187.94,151.67,1114.61,259.18
6/17/2010,363.6,344.38,414.53,256.7891,198.78,107.23,275.71,187.37,152.8,1116.04,259.65
6/18/2010,363.85,343.23,417.09,256.1409,199.84,106.89,275.25,188.31,152.99,1117.51,260.57
6/21/2010,360.91,341.79,416.11,253.8552,199.3,106.76,274.37,189.14,151.81,1113.2,261.35
6/22/2010,357.61,338.76,404.86,248.2139,196.29,106.16,271.52,184.91,148.06,1095.31,254.98
6/23/2010,356.01,337.9,400.96,248.3049,195.7,106.82,272.25,185.04,146.49,1092.04,253.87
6/24/2010,349.55,335.2,392.71,242.1685,191.65,105.23,269.8,180.62,146.02,1073.69,249.34
6/25/2010,347.62,335.77,392.5,242.4826,197.03,104,265.64,183.16,146.47,1076.77,250.77
6/28/2010,348.54,335.88,387.47,241.1788,195.27,105.03,268.66,181.14,147.47,1074.57,249.36
6/29/2010,335.15,329.59,375.65,232.4447,187.69,103.41,264.65,174.73,144.46,1041.24,239.65
6/30/2010,329.93,326.88,373.36,229.7118,185.64,102.04,262.64,172.46,143.44,1030.71,238.29
7/1/2010,328.83,324.13,371.82,231.5517,184.07,102.43,263.15,171.31,142.97,1027.37,236.96
7/2/2010,328.07,325.07,371.08,228.8874,182.08,102.64,262.4,170.73,143.04,1022.58,234.5
7/5/2010,328.07,325.07,371.08,228.8874,182.08,102.64,262.4,170.73,143.04,1022.58,234.5
7/6/2010,330.7,326.65,375.03,228.8417,183.12,102.81,263.78,170.83,144.71,1028.06,234.75
7/7/2010,342.79,333.09,387.15,235.3337,191.24,103.19,268.93,177.51,149.22,1060.27,243.16
7/8/2010,344.46,336.11,392.22,237.1017,192.47,104.31,272.9,180.17,150.37,1070.24,246.38
7/9/2010,346.39,336.64,393.94,239.3616,195.51,104.54,272.96,184.44,151.32,1077.96,248.32
7/12/2010,348.82,336.09,393.4,239.7599,195.55,104.49,273.77,182.5,151.81,1078.75,247.06
7/13/2010,353.6,338.29,398.15,245.7304,200.62,105.38,275.84,186.52,152.33,1095.34,251.68
7/14/2010,356.56,338.47,397.13,244.407,198.79,105.51,276.37,186.64,152.43,1095.17,252.29
7/15/2010,356.93,339.67,397.27,245.2307,198.6,105.57,276.88,186.44,153.38,1096.48,252.13
7/16/2010,346.47,332.17,386.77,236.5615,189.92,104.32,273.24,181.01,150.86,1064.88,243.51
7/19/2010,350.09,333.71,390.53,238.7888,189.97,104.9,273.3,181.31,153.09,1071.25,244.95
7/20/2010,352.86,332.94,397.97,242.3188,192.15,105.25,277.33,186.58,154.37,1083.48,248.91
7/21/2010,347.91,328.03,392.6,237.9942,188.71,105.02,274.65,185.75,152.19,1069.59,248.02
7/22/2010,357.33,329.68,401.21,245.2712,194.56,107.09,277.05,190.09,154.68,1093.67,255.81
7/23/2010,359.37,329.93,402.3,248.4455,195.94,108.35,279.73,193.84,154.82,1102.66,260.94
7/26/2010,361.51,334.69,406.57,252.1718,198.98,109.98,280.96,194.85,155.84,1115.01,265.46
7/27/2010,362.01,334.76,405.07,249.1299,199.19,110.38,282.08,193.61,158.35,1113.84,263.47
7/28/2010,358.57,330.19,404.51,247.3282,197.32,110.78,280.58,192.6,157.49,1106.13,262.84
7/29/2010,355.2,330.12,404.16,245.8813,197.97,110.21,277.51,192.61,154.95,1101.53,262.36
7/30/2010,353.57,331,403.14,247.4768,197.92,110.13,277.97,193.56,153.97,1101.6,262.83
8/2/2010,360.79,337.46,417.48,252.6762,203,112.34,281.22,198.69,157.04,1125.86,268.04
8/3/2010,359.43,340.09,418.28,249.2885,200.73,112.28,279.28,195.38,156.59,1120.46,266.84
8/4/2010,361.62,343.12,420.44,253.0547,201.28,112.21,280.01,196.84,156.73,1127.24,268.75
